id_pedido,fecha_hora,categoria,producto,cantidad,precio_unitario,descuento_unitario,monto_total,canal_venta,metodo_pago,calificacion,descuento_unitario_propuesto,cantidad_proyectada,monto_total_proyectado,incremento_monto
ORD-1160,2026-06-01 21:20:00,Especiales,Hamburguesa La Churrita,2,28.5,0.0,57.0,Delivery App,Tarjeta de Débito,5,4.28,2.0,48.44,-8.56
ORD-1161,2026-07-10 19:26:00,Pollo,Crispy Chicken Burger,1,22.0,0.0,22.0,Presencial,Tarjeta de Débito,5,2.2,1.0,19.8,-2.2
ORD-1162,2026-06-28 19:56:00,Clásicas,Hamburguesa Clásica,2,18.0,0.0,36.0,Web Directa,Tarjeta de Débito,5,1.8,2.0,32.4,-3.6
ORD-1163,2026-07-25 16:30:00,Pollo,Crispy Chicken Burger,1,22.0,0.0,22.0,Delivery App,Tarjeta de Débito,3,2.2,1.0,19.8,-2.2
ORD-1164,2026-05-28 15:05:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Web Directa,Tarjeta de Débito,2,2.4,1.0,21.6,-2.4
ORD-1165,2026-07-05 13:26:00,Clásicas,Cheeseburger Doble,4,24.0,0.0,96.0,Presencial,Tarjeta de Débito,5,2.4,4.0,86.4,-9.6
ORD-1166,2026-06-11 12:39:00,Especiales,Hamburguesa Extrema,1,36.0,0.0,36.0,Para Llevar,Tarjeta de Débito,4,5.4,1.0,30.6,-5.4
ORD-1167,2026-06-14 20:33:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Presencial,Tarjeta de Débito,4,1.8,1.0,16.2,-1.8
ORD-1168,2026-07-01 19:11:00,Gourmet,Hamburguesa huachana,1,32.0,0.0,32.0,Presencial,Tarjeta de Débito,4,4.8,1.0,27.2,-4.8
ORD-1169,2026-06-26 22:44:00,Pollo,Crispy Chicken Burger,3,22.0,0.0,66.0,Presencial,Yape/Plin,5,2.2,3.0,59.4,-6.6
ORD-1170,2026-05-06 22:56:00,Clásicas,Hamburguesa Clásica,1,18.0,1.8,16.2,Delivery App,Tarjeta de Crédito,5,1.8,1.0,16.2,0.0
ORD-1171,2026-05-28 17:52:00,Gourmet,Hamburguesa huachana,1,32.0,0.0,32.0,Delivery App,Yape/Plin,5,4.8,1.0,27.2,-4.8
ORD-1172,2026-05-28 19:06:00,Especiales,Hamburguesa Extrema,1,36.0,0.0,36.0,Web Directa,Yape/Plin,4,5.4,1.0,30.6,-5.4
ORD-1173,2026-06-13 20:09:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Presencial,Tarjeta de Crédito,5,1.8,1.0,16.2,-1.8
ORD-1174,2026-07-23 19:44:00,Extranjera,Hamburguesa Mexicana,2,21.0,0.0,42.0,Presencial,Tarjeta de Débito,3,4.2,4.0,67.2,25.2
ORD-1175,2026-05-30 13:16:00,Especiales,Hamburguesa La Churrita,2,28.5,0.0,57.0,Delivery App,Tarjeta de Débito,5,4.28,2.0,48.44,-8.56
ORD-1176,2026-07-01 16:25:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Presencial,Tarjeta de Crédito,5,4.28,1.0,24.22,-4.28
ORD-1177,2026-07-14 12:20:00,Especiales,Hamburguesa La Churrita,2,28.5,0.0,57.0,Delivery App,Tarjeta de Débito,4,4.28,2.0,48.44,-8.56
ORD-1178,2026-07-31 21:27:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Para Llevar,Tarjeta de Crédito,4,2.4,1.0,21.6,-2.4
ORD-1179,2026-07-28 18:57:00,Extranjera,Hamburguesa Mexicana,4,21.0,4.2,67.2,Para Llevar,Tarjeta de Crédito,5,4.2,4.0,67.2,0.0
ORD-1180,2026-07-01 13:45:00,Extranjera,Hamburguesa Mexicana,4,21.0,0.0,84.0,Para Llevar,Yape/Plin,5,4.2,9.0,151.2,67.2
ORD-1181,2026-05-01 18:01:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Delivery App,Tarjeta de Crédito,2,4.28,1.0,24.22,-4.28
ORD-1182,2026-05-27 18:59:00,Pollo,Crispy Chicken Burger,3,22.0,0.0,66.0,Presencial,Yape/Plin,5,2.2,3.0,59.4,-6.6
ORD-1183,2026-07-01 14:53:00,Especiales,Hamburguesa La Churrita,2,28.5,0.0,57.0,Presencial,Tarjeta de Débito,5,4.28,2.0,48.44,-8.56
ORD-1184,2026-07-16 12:42:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Delivery App,Yape/Plin,3,4.28,1.0,24.22,-4.28
ORD-1185,2026-05-03 18:00:00,Especiales,Hamburguesa La Churrita,1,28.5,2.85,25.65,Web Directa,Tarjeta de Débito,5,2.85,1.0,25.65,0.0
ORD-1186,2026-07-09 17:50:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Presencial,Tarjeta de Crédito,5,4.28,1.0,24.22,-4.28
ORD-1187,2026-07-11 19:52:00,Especiales,Hamburguesa La Churrita,2,28.5,0.0,57.0,Presencial,Yape/Plin,5,4.28,2.0,48.44,-8.56
ORD-1188,2026-05-27 17:35:00,Pollo,Crispy Chicken Burger,4,22.0,0.0,88.0,Presencial,Tarjeta de Crédito,5,2.2,4.0,79.2,-8.8
ORD-1189,2026-05-09 20:50:00,Especiales,Hamburguesa La Churrita,2,28.5,0.0,57.0,Delivery App,Tarjeta de Débito,5,4.28,2.0,48.44,-8.56
ORD-1190,2026-07-01 17:25:00,Clásicas,Hamburguesa Clásica,3,18.0,2.7,45.9,Web Directa,Efectivo,5,2.7,3.0,45.9,0.0
ORD-1191,2026-06-06 17:28:00,Clásicas,Hamburguesa Clásica,2,18.0,0.0,36.0,Delivery App,Tarjeta de Crédito,5,1.8,2.0,32.4,-3.6
ORD-1192,2026-06-20 20:20:00,Clásicas,Cheeseburger Doble,3,24.0,0.0,72.0,Presencial,Tarjeta de Débito,5,2.4,3.0,64.8,-7.2
ORD-1193,2026-06-13 15:10:00,Gourmet,Hamburguesa huachana,2,32.0,0.0,64.0,Para Llevar,Yape/Plin,4,4.8,2.0,54.4,-9.6
ORD-1194,2026-05-24 13:39:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Delivery App,Yape/Plin,5,4.28,1.0,24.22,-4.28
ORD-1195,2026-07-18 11:10:00,Especiales,Hamburguesa La Churrita,2,28.5,0.0,57.0,Presencial,Yape/Plin,5,4.28,2.0,48.44,-8.56
ORD-1196,2026-06-28 19:35:00,Especiales,Hamburguesa La Churrita,2,28.5,0.0,57.0,Presencial,Tarjeta de Crédito,3,4.28,2.0,48.44,-8.56
ORD-1197,2026-06-01 18:48:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Presencial,Yape/Plin,4,4.28,1.0,24.22,-4.28
ORD-1198,2026-07-27 19:58:00,Clásicas,Cheeseburger Doble,2,24.0,0.0,48.0,Presencial,Tarjeta de Crédito,5,2.4,2.0,43.2,-4.8
ORD-1199,2026-06-21 13:38:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Para Llevar,Yape/Plin,2,4.28,1.0,24.22,-4.28
ORD-1200,2026-07-01 13:39:00,Gourmet,Hamburguesa huachana,1,32.0,0.0,32.0,Delivery App,Efectivo,5,4.8,1.0,27.2,-4.8
ORD-1201,2026-06-27 11:34:00,Pollo,Crispy Chicken Burger,2,22.0,0.0,44.0,Web Directa,Yape/Plin,5,2.2,2.0,39.6,-4.4
ORD-1202,2026-06-21 14:53:00,Clásicas,Cheeseburger Doble,1,24.0,4.8,19.2,Presencial,Yape/Plin,4,4.8,1.0,19.2,0.0
ORD-1203,2026-05-12 18:33:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Presencial,Tarjeta de Crédito,4,1.8,1.0,16.2,-1.8
ORD-1204,2026-06-08 14:54:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Delivery App,Yape/Plin,5,1.8,1.0,16.2,-1.8
ORD-1205,2026-05-02 15:46:00,Clásicas,Hamburguesa Clásica,3,18.0,0.0,54.0,Presencial,Yape/Plin,5,1.8,3.0,48.6,-5.4
ORD-1206,2026-05-03 20:23:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Delivery App,Tarjeta de Crédito,4,4.28,1.0,24.22,-4.28
ORD-1207,2026-06-25 14:53:00,Clásicas,Cheeseburger Doble,3,24.0,3.6,61.2,Para Llevar,Yape/Plin,5,3.6,3.0,61.2,0.0
ORD-1208,2026-07-20 17:21:00,Especiales,Hamburguesa La Churrita,1,30.0,0.0,30.0,Delivery App,Tarjeta de Crédito,3,4.5,1.0,25.5,-4.5
ORD-1209,2026-06-28 19:04:00,Especiales,Hamburguesa La Churrita,5,28.5,0.0,142.5,Delivery App,Yape/Plin,5,4.28,6.0,145.32,2.82
ORD-1210,2026-05-02 14:55:00,Clásicas,Hamburguesa Clásica,4,18.0,0.0,72.0,Presencial,Yape/Plin,3,1.8,4.0,64.8,-7.2
ORD-1211,2026-05-02 18:32:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Presencial,Yape/Plin,4,2.4,1.0,21.6,-2.4
ORD-1212,2026-07-31 20:57:00,Clásicas,Hamburguesa Clásica,1,20.0,0.0,20.0,Presencial,Tarjeta de Crédito,3,2.0,1.0,18.0,-2.0
ORD-1213,2026-06-23 20:35:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Tarjeta de Débito,4,2.4,1.0,21.6,-2.4
ORD-1214,2026-07-26 13:46:00,Clásicas,Hamburguesa Clásica,2,18.0,0.0,36.0,Presencial,Tarjeta de Débito,4,1.8,2.0,32.4,-3.6
ORD-1215,2026-05-01 20:19:00,Pollo,Crispy Chicken Burger,1,22.0,2.2,19.8,Presencial,Efectivo,5,2.2,1.0,19.8,0.0
ORD-1216,2026-05-19 16:18:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Delivery App,Tarjeta de Débito,5,1.8,1.0,16.2,-1.8
ORD-1217,2026-05-02 13:34:00,Especiales,Hamburguesa Extrema,1,36.0,0.0,36.0,Presencial,Tarjeta de Crédito,5,5.4,1.0,30.6,-5.4
ORD-1218,2026-06-22 16:51:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Presencial,Yape/Plin,3,2.4,1.0,21.6,-2.4
ORD-1219,2026-06-13 22:42:00,Pollo,Crispy Chicken Burger,1,22.0,0.0,22.0,Presencial,Tarjeta de Débito,3,2.2,1.0,19.8,-2.2
ORD-1220,2026-07-29 16:16:00,Especiales,Hamburguesa La Churrita,2,28.5,0.0,57.0,Para Llevar,Tarjeta de Débito,5,4.28,2.0,48.44,-8.56
ORD-1221,2026-06-01 14:58:00,Gourmet,Hamburguesa huachana,5,32.0,6.4,128.0,Delivery App,Tarjeta de Débito,5,6.4,5.0,128.0,0.0
ORD-1222,2026-07-09 18:44:00,Gourmet,Hamburguesa huachana,1,34.0,0.0,34.0,Delivery App,Yape/Plin,5,5.1,1.0,28.9,-5.1
ORD-1223,2026-06-01 13:42:00,Especiales,Hamburguesa La Churrita,2,28.5,0.0,57.0,Presencial,Tarjeta de Débito,4,4.28,2.0,48.44,-8.56
ORD-1224,2026-07-07 12:33:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Para Llevar,Tarjeta de Débito,5,4.28,1.0,24.22,-4.28
ORD-1225,2026-06-24 12:08:00,Especiales,Hamburguesa La Churrita,3,28.5,0.0,85.5,Delivery App,Tarjeta de Crédito,4,4.28,4.0,96.88,11.38
ORD-1226,2026-07-14 12:25:00,Especiales,Hamburguesa La Churrita,3,28.5,0.0,85.5,Presencial,Tarjeta de Crédito,1,4.28,4.0,96.88,11.38
ORD-1227,2026-06-25 13:01:00,Clásicas,Hamburguesa Clásica,3,18.0,0.0,54.0,Web Directa,Tarjeta de Crédito,5,1.8,3.0,48.6,-5.4
ORD-1228,2026-05-17 13:52:00,Clásicas,Cheeseburger Doble,4,24.0,0.0,96.0,Presencial,Tarjeta de Crédito,5,2.4,4.0,86.4,-9.6
ORD-1229,2026-06-07 18:08:00,Especiales,Hamburguesa La Churrita,1,28.5,5.7,22.8,Delivery App,Tarjeta de Débito,5,5.7,1.0,22.8,0.0
ORD-1230,2026-05-24 13:08:00,Especiales,Hamburguesa La Churrita,3,28.5,4.27,72.69,Delivery App,Yape/Plin,5,4.27,3.0,72.69,0.0
ORD-1231,2026-07-08 14:39:00,Pollo,Crispy Chicken Burger,2,22.0,0.0,44.0,Presencial,Tarjeta de Débito,5,2.2,2.0,39.6,-4.4
ORD-1232,2026-07-09 20:16:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Para Llevar,Yape/Plin,5,4.28,1.0,24.22,-4.28
ORD-1233,2026-07-25 16:00:00,Especiales,Hamburguesa Extrema,4,36.0,7.2,115.2,Delivery App,Efectivo,3,7.2,4.0,115.2,0.0
ORD-1234,2026-05-11 18:24:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Yape/Plin,5,2.4,1.0,21.6,-2.4
ORD-1235,2026-05-16 13:42:00,Clásicas,Cheeseburger Doble,2,24.0,0.0,48.0,Presencial,Yape/Plin,5,2.4,2.0,43.2,-4.8
ORD-1236,2026-07-12 13:39:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Presencial,Tarjeta de Débito,3,2.4,1.0,21.6,-2.4
ORD-1237,2026-06-28 11:41:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Presencial,Tarjeta de Débito,4,2.4,1.0,21.6,-2.4
ORD-1238,2026-07-09 13:24:00,Pollo,Crispy Chicken Burger,2,22.0,0.0,44.0,Delivery App,Tarjeta de Crédito,5,2.2,2.0,39.6,-4.4
ORD-1239,2026-07-19 13:38:00,Clásicas,Hamburguesa Clásica,2,18.0,0.0,36.0,Presencial,Tarjeta de Débito,4,1.8,2.0,32.4,-3.6
ORD-1240,2026-05-03 13:34:00,Pollo,Crispy Chicken Burger,1,22.0,2.2,19.8,Delivery App,Efectivo,5,2.2,1.0,19.8,0.0
ORD-1241,2026-05-20 12:02:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Yape/Plin,4,2.4,1.0,21.6,-2.4
ORD-1242,2026-06-28 12:49:00,Especiales,Hamburguesa La Churrita,3,28.5,0.0,85.5,Presencial,Tarjeta de Crédito,4,4.28,4.0,96.88,11.38
ORD-1243,2026-06-05 16:36:00,Especiales,Hamburguesa La Churrita,1,31.5,0.0,31.5,Delivery App,Tarjeta de Débito,4,4.72,1.0,26.78,-4.72
ORD-1244,2026-05-19 13:43:00,Clásicas,Cheeseburger Doble,1,27.0,0.0,27.0,Presencial,Yape/Plin,5,2.7,1.0,24.3,-2.7
ORD-1245,2026-07-29 14:43:00,Especiales,Hamburguesa La Churrita,3,28.5,4.27,72.69,Para Llevar,Tarjeta de Crédito,3,4.27,3.0,72.69,0.0
ORD-1246,2026-07-06 17:50:00,Clásicas,Cheeseburger Doble,3,24.0,0.0,72.0,Delivery App,Tarjeta de Débito,5,2.4,3.0,64.8,-7.2
ORD-1247,2026-05-19 18:29:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Presencial,Yape/Plin,5,1.8,1.0,16.2,-1.8
ORD-1248,2026-05-20 11:37:00,Clásicas,Cheeseburger Doble,2,24.0,0.0,48.0,Presencial,Tarjeta de Débito,5,2.4,2.0,43.2,-4.8
ORD-1249,2026-07-10 19:33:00,Clásicas,Hamburguesa Clásica,2,18.0,0.0,36.0,Presencial,Tarjeta de Crédito,5,1.8,2.0,32.4,-3.6
ORD-1250,2026-06-21 18:11:00,Clásicas,Cheeseburger Doble,3,24.0,0.0,72.0,Delivery App,Tarjeta de Débito,5,2.4,3.0,64.8,-7.2
ORD-1251,2026-06-02 12:18:00,Especiales,Hamburguesa La Churrita,1,31.5,0.0,31.5,Delivery App,Yape/Plin,3,4.72,1.0,26.78,-4.72
ORD-1252,2026-06-09 20:36:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Delivery App,Tarjeta de Débito,2,4.28,1.0,24.22,-4.28
ORD-1253,2026-06-08 20:43:00,Especiales,Hamburguesa La Churrita,1,28.5,5.7,22.8,Presencial,Tarjeta de Crédito,5,5.7,1.0,22.8,0.0
ORD-1254,2026-07-21 12:58:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Presencial,Tarjeta de Débito,5,1.8,1.0,16.2,-1.8
ORD-1255,2026-05-01 13:58:00,Especiales,Hamburguesa La Churrita,2,28.5,0.0,57.0,Presencial,Tarjeta de Débito,5,4.28,2.0,48.44,-8.56
ORD-1256,2026-05-11 19:48:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Tarjeta de Débito,5,2.4,1.0,21.6,-2.4
ORD-1257,2026-07-31 19:16:00,Clásicas,Cheeseburger Doble,2,24.0,0.0,48.0,Web Directa,Yape/Plin,5,2.4,2.0,43.2,-4.8
ORD-1258,2026-06-26 13:09:00,Pollo,Crispy Chicken Burger,1,22.0,0.0,22.0,Presencial,Tarjeta de Crédito,2,2.2,1.0,19.8,-2.2
ORD-1259,2026-07-28 13:56:00,Clásicas,Hamburguesa Clásica,1,18.0,1.8,16.2,Presencial,Yape/Plin,5,1.8,1.0,16.2,0.0
ORD-1260,2026-06-19 14:54:00,Especiales,Hamburguesa La Churrita,3,28.5,5.7,68.4,Delivery App,Tarjeta de Crédito,5,5.7,3.0,68.4,0.0
ORD-1261,2026-05-23 16:48:00,Especiales,Hamburguesa La Churrita,1,28.5,5.7,22.8,Web Directa,Tarjeta de Débito,5,5.7,1.0,22.8,0.0
ORD-1262,2026-05-31 18:46:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Tarjeta de Crédito,3,2.4,1.0,21.6,-2.4
ORD-1263,2026-06-11 14:11:00,Clásicas,Hamburguesa Clásica,2,19.5,0.0,39.0,Web Directa,Tarjeta de Débito,4,1.95,2.0,35.1,-3.9
ORD-1264,2026-05-07 16:15:00,Clásicas,Hamburguesa Clásica,1,18.0,2.7,15.3,Presencial,Tarjeta de Débito,2,2.7,1.0,15.3,0.0
ORD-1265,2026-05-16 19:23:00,Pollo,Crispy Chicken Burger,2,22.0,0.0,44.0,Presencial,Tarjeta de Débito,4,2.2,2.0,39.6,-4.4
ORD-1266,2026-07-29 11:18:00,Clásicas,Cheeseburger Doble,2,24.0,0.0,48.0,Web Directa,Tarjeta de Crédito,5,2.4,2.0,43.2,-4.8
ORD-1267,2026-06-29 13:07:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Tarjeta de Débito,5,2.4,1.0,21.6,-2.4
ORD-1268,2026-05-02 19:30:00,Clásicas,Cheeseburger Doble,2,24.0,0.0,48.0,Presencial,Tarjeta de Crédito,4,2.4,2.0,43.2,-4.8
ORD-1269,2026-05-01 20:20:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Delivery App,Yape/Plin,5,4.28,1.0,24.22,-4.28
ORD-1270,2026-06-17 17:16:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Web Directa,Efectivo,4,1.8,1.0,16.2,-1.8
ORD-1271,2026-05-12 17:22:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Tarjeta de Crédito,5,2.4,1.0,21.6,-2.4
ORD-1272,2026-07-08 12:36:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Delivery App,Tarjeta de Débito,5,4.28,1.0,24.22,-4.28
ORD-1273,2026-06-06 15:53:00,Extranjera,Hamburguesa Mexicana,4,21.0,4.2,67.2,Presencial,Tarjeta de Débito,4,4.2,4.0,67.2,0.0
ORD-1274,2026-06-01 17:15:00,Clásicas,Cheeseburger Doble,1,24.0,4.8,19.2,Delivery App,Tarjeta de Crédito,4,4.8,1.0,19.2,0.0
ORD-1275,2026-05-09 13:05:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Tarjeta de Débito,4,2.4,1.0,21.6,-2.4
ORD-1276,2026-05-19 13:07:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Web Directa,Yape/Plin,5,2.4,1.0,21.6,-2.4
ORD-1277,2026-06-17 14:24:00,Especiales,Hamburguesa La Churrita,2,28.5,0.0,57.0,Web Directa,Tarjeta de Débito,4,4.28,2.0,48.44,-8.56
ORD-1278,2026-07-19 11:17:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Web Directa,Tarjeta de Crédito,5,2.4,1.0,21.6,-2.4
ORD-1279,2026-05-03 14:24:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Presencial,Yape/Plin,5,4.28,1.0,24.22,-4.28
ORD-1280,2026-05-20 13:11:00,Pollo,Crispy Chicken Burger,2,22.0,3.3,37.4,Delivery App,Tarjeta de Débito,5,3.3,2.0,37.4,0.0
ORD-1281,2026-05-24 14:14:00,Gourmet,Hamburguesa huachana,1,32.0,0.0,32.0,Delivery App,Yape/Plin,5,4.8,1.0,27.2,-4.8
ORD-1282,2026-06-23 12:58:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Tarjeta de Débito,5,2.4,1.0,21.6,-2.4
ORD-1283,2026-06-02 20:25:00,Pollo,Crispy Chicken Burger,1,22.0,0.0,22.0,Delivery App,Tarjeta de Débito,5,2.2,1.0,19.8,-2.2
ORD-1284,2026-05-24 18:40:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Web Directa,Tarjeta de Crédito,5,4.28,1.0,24.22,-4.28
ORD-1285,2026-07-14 18:44:00,Especiales,Hamburguesa La Churrita,3,28.5,0.0,85.5,Delivery App,Tarjeta de Crédito,5,4.28,4.0,96.88,11.38
ORD-1286,2026-07-11 19:25:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Delivery App,Efectivo,5,1.8,1.0,16.2,-1.8
ORD-1287,2026-06-05 16:46:00,Especiales,Hamburguesa Extrema,1,36.0,0.0,36.0,Presencial,Tarjeta de Crédito,5,5.4,1.0,30.6,-5.4
ORD-1288,2026-06-07 12:31:00,Clásicas,Hamburguesa Clásica,1,19.5,0.0,19.5,Presencial,Efectivo,5,1.95,1.0,17.55,-1.95
ORD-1289,2026-07-23 17:09:00,Clásicas,Hamburguesa Clásica,2,18.0,0.0,36.0,Delivery App,Tarjeta de Débito,4,1.8,2.0,32.4,-3.6
ORD-1290,2026-07-28 18:15:00,Clásicas,Hamburguesa Clásica,2,18.0,0.0,36.0,Delivery App,Tarjeta de Crédito,5,1.8,2.0,32.4,-3.6
ORD-1291,2026-05-25 19:06:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Presencial,Tarjeta de Crédito,5,4.28,1.0,24.22,-4.28
ORD-1292,2026-05-18 15:16:00,Clásicas,Hamburguesa Clásica,2,20.0,0.0,40.0,Presencial,Tarjeta de Crédito,5,2.0,2.0,36.0,-4.0
ORD-1293,2026-07-21 12:22:00,Clásicas,Hamburguesa Clásica,2,18.0,0.0,36.0,Delivery App,Efectivo,4,1.8,2.0,32.4,-3.6
ORD-1294,2026-07-05 14:25:00,Clásicas,Hamburguesa Clásica,3,18.0,0.0,54.0,Presencial,Tarjeta de Débito,3,1.8,3.0,48.6,-5.4
ORD-1295,2026-06-23 14:20:00,Clásicas,Hamburguesa Clásica,2,18.0,0.0,36.0,Presencial,Tarjeta de Débito,4,1.8,2.0,32.4,-3.6
ORD-1296,2026-06-04 18:21:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Presencial,Tarjeta de Crédito,4,4.28,1.0,24.22,-4.28
ORD-1297,2026-07-19 17:57:00,Gourmet,Hamburguesa huachana,1,32.0,0.0,32.0,Presencial,Tarjeta de Crédito,5,4.8,1.0,27.2,-4.8
ORD-1298,2026-06-30 14:06:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Presencial,Tarjeta de Débito,4,2.4,1.0,21.6,-2.4
ORD-1299,2026-06-10 22:13:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Presencial,Tarjeta de Crédito,4,4.28,1.0,24.22,-4.28
ORD-1300,2026-06-02 18:14:00,Gourmet,Hamburguesa huachana,5,32.0,0.0,160.0,Presencial,Yape/Plin,5,4.8,6.0,163.2,3.2
ORD-1301,2026-07-07 13:52:00,Clásicas,Hamburguesa Clásica,1,18.0,2.7,15.3,Web Directa,Tarjeta de Débito,5,2.7,1.0,15.3,0.0
ORD-1302,2026-06-02 12:06:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Delivery App,Tarjeta de Débito,5,2.4,1.0,21.6,-2.4
ORD-1303,2026-05-14 13:08:00,Especiales,Hamburguesa Extrema,2,36.0,0.0,72.0,Delivery App,Tarjeta de Débito,3,5.4,2.0,61.2,-10.8
ORD-1304,2026-05-21 13:50:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Presencial,Tarjeta de Débito,4,4.28,1.0,24.22,-4.28
ORD-1305,2026-06-17 13:47:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Presencial,Efectivo,4,2.4,1.0,21.6,-2.4
ORD-1306,2026-05-20 13:07:00,Especiales,Hamburguesa La Churrita,1,28.5,0.0,28.5,Delivery App,Tarjeta de Débito,5,4.28,1.0,24.22,-4.28
ORD-1307,2026-05-08 14:49:00,Clásicas,Cheeseburger Doble,1,24.0,0.0,24.0,Presencial,Tarjeta de Crédito,5,2.4,1.0,21.6,-2.4
ORD-1308,2026-05-07 13:58:00,Especiales,Hamburguesa La Churrita,2,28.5,0.0,57.0,Delivery App,Tarjeta de Débito,5,4.28,2.0,48.44,-8.56
ORD-1309,2026-07-06 20:22:00,Clásicas,Hamburguesa Clásica,1,18.0,2.7,15.3,Delivery App,Tarjeta de Crédito,5,2.7,1.0,15.3,0.0
ORD-1310,2026-05-17 12:28:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Delivery App,Tarjeta de Crédito,3,1.8,1.0,16.2,-1.8
ORD-1311,2026-06-02 17:17:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Presencial,Efectivo,4,1.8,1.0,16.2,-1.8
ORD-1312,2026-06-17 15:30:00,Extranjera,Hamburguesa Mexicana,1,21.0,0.0,21.0,Presencial,Yape/Plin,5,4.2,2.0,33.6,12.6
ORD-1313,2026-07-15 22:29:00,Gourmet,Hamburguesa huachana,2,32.0,0.0,64.0,Delivery App,Efectivo,3,4.8,2.0,54.4,-9.6
ORD-1314,2026-06-28 12:51:00,Clásicas,Hamburguesa Clásica,1,18.0,2.7,15.3,Presencial,Tarjeta de Débito,5,2.7,1.0,15.3,0.0
ORD-1315,2026-07-25 14:38:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Delivery App,Tarjeta de Débito,1,1.8,1.0,16.2,-1.8
ORD-1316,2026-05-22 21:34:00,Gourmet,Hamburguesa huachana,4,32.0,0.0,128.0,Delivery App,Tarjeta de Crédito,5,4.8,5.0,136.0,8.0
ORD-1317,2026-05-30 20:17:00,Clásicas,Hamburguesa Clásica,2,18.0,0.0,36.0,Para Llevar,Tarjeta de Crédito,5,1.8,2.0,32.4,-3.6
ORD-1318,2026-06-07 19:58:00,Clásicas,Hamburguesa Clásica,1,18.0,0.0,18.0,Presencial,Yape/Plin,5,1.8,1.0,16.2,-1.8
ORD-1319,2026-06-20 13:41:00,Especiales,Hamburguesa Extrema,2,36.0,0.0,72.0,Web Directa,Tarjeta de Débito,5,5.4,2.0,61.2,-10.8
ORD-1320,2026-06-23 13:38:00,Clásicas,Cheeseburger Doble,2,24.0,0.0,48.0,Delivery App,Yape/Plin,5,2.4,2.0,43.2,-4.8
